,访问时间,地域,来源,入口页面,搜索词,访问IP,访客标识码,访问时长,访问页数,最后停留在,上一次访问时间,访问类型,访问频次,操作系统,网络服务商,浏览器,语言环境,屏幕分辨率,屏幕颜色,Flash版本,是否支持Cookie,是否支持JAVA,打开时间,停留时长,页面地址
,,,,,,,,,,,,,,,,,,,,,,,8:51:46,45s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-3銆佸鍣ㄩ儴缃
,,,,,,,,,,,,,,,,,,,,,,,8:52:31,47s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-4銆佹墜鍔ㄩ儴缃
,,,,,,,,,,,,,,,,,,,,,,,8:53:18,5s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-0銆佷骇鍝佺畝浠
,,,,,,,,,,,,,,,,,,,,,,,8:53:23,25s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-1銆佸姛鑳芥灦鏋
,,,,,,,,,,,,,,,,,,,,,,,8:53:48,30s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-2銆佷綋楠岃矾寰
,,,,,,,,,,,,,,,,,,,,,,,8:54:18,44s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-1銆佺敤鎴风鐞
,,,,,,,,,,,,,,,,,,,,,,,8:55:02,17s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-2銆佹帴鍏ラ泦缇
,,,,,,,,,,,,,,,,,,,,,,,8:55:19,8s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-3銆佹柊澧
,,,,,,,,,,,,,,,,,,,,,,,8:55:27,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-4銆乼opic-鎵╁垎鍖
,,,,,,,,,,,,,,,,,,,,,,,8:55:29,5s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-6銆乼opic-鎵归噺杩佺Щ
,,,,,,,,,,,,,,,,,,,,,,,8:55:34,10s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-4-3銆佸闆嗙兢绠＄悊
,,,,,,,,,,,,,,,,,,,,,,,8:55:44,11s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-4-6銆乥roker
,,,,,,,,,,,,,,,,,,,,,,,8:55:55,6s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-4-11銆乯ob
,,,,,,,,,,,,,,,,,,,,,,,8:56:01,9s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_6-1-1銆佹墦鍖呮柟寮
,,,,,,,,,,,,,,,,,,,,,,,8:56:10,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#鍗囩骇鑷
,,,,,,,,,,,,,,,,,,,,,,,8:56:11,7s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#涓
,,,,,,,,,,,,,,,,,,,,,,,8:56:18,12s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#浜屻
,,,,,,,,,,,,,,,,,,,,,,,8:56:30,8s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#涓夈
,,,,,,,,,,,,,,,,,,,,,,,8:56:38,2s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#鍥涖
,,,,,,,,,,,,,,,,,,,,,,,8:56:40,11s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#浜斻
,,,,,,,,,,,,,,,,,,,,,,,8:56:51,7s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#涓夈
,,,,,,,,,,,,,,,,,,,,,,,8:56:58,5s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#鍏
,,,,,,,,,,,,,,,,,,,,,,,8:57:03,4s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#涓冦
,,,,,,,,,,,,,,,,,,,,,,,8:57:07,20s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#_7-1-zookeeper鐨勫畨鍏ㄨ璇侀厤缃
,,,,,,,,,,,,,,,,,,,,,,,8:57:27,14s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#_7-2-kafka鐨勫畨鍏ㄨ璇侀厤缃
,,,,,,,,,,,,,,,,,,,,,,,8:57:41,36s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#鍏
,,,,,,,,,,,,,,,,,,,,,,,8:58:17,1s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#_7-2-kafka鐨勫畨鍏ㄨ璇侀厤缃
,,,,,,,,,,,,,,,,,,,,,,,8:58:18,4s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#涓
2,2023/6/13 20:23,深圳,直接访问,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1%E3%80%81%E7%8E%AF%E5%A2%83%E4%BF%A1%E6%81%AF,--,120.229.26.2,2.09E+18,120s,2,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1%E3%80%81%E7%8E%AF%E5%A2%83%E4%BF%A1%E6%81%AF,2023/6/13 20:23,老访客,1,Win 10,移动,Google Chrome,中文(简体),1920x1080,24-bit,,支持,不支持,2023/6/13 20:23,120s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1%E3%80%81%E7%8E%AF%E5%A2%83%E4%BF%A1%E6%81%AF
3,2023/6/13 18:47,上海,直接访问,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭,--,43.247.101.202,2.11E+18,120s,1,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭,2023/6/13 10:54,新访客,3,macOS,,Google Chrome,中文(简体),1440x900,,,支持,不支持,2023/6/13 18:47,120s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭
4,2023/6/13 17:39,北京,百度,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html,--,223.70.242.6,2.09E+18,34s,12,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-4銆佹墜鍔ㄩ儴缃,首次访问,新访客,1,Win 10,,Microsoft Edge,中文(简体),1920x1080,24-bit,,支持,不支持,2023/6/13 17:39,1s,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,5s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,3s,http://lingdu_dou.gitee.io
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,3s,http://lingdu_dou.gitee.io/docs/basics
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,1s,http://lingdu_dou.gitee.io
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,6s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-3銆佸悗绔崟鐙墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,5s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-1銆佸畨瑁呰鏄
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,5s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-2銆佽剼鏈儴缃
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 17:39,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-4銆佹墜鍔ㄩ儴缃
5,2023/6/13 16:51,北京,百度,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html,--,121.69.81.34,2.23E+18,34s,7,http://lingdu_dou.gitee.io,首次访问,新访客,1,Win 10,电信通,Google Chrome,中文(简体),1920x1080,24-bit,,支持,不支持,2023/6/13 16:51,3s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 16:51,3s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-2銆佸墠绔崟鐙墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 16:51,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-3銆佸鍣ㄩ儴缃
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 16:51,3s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-x鐗堟湰-鍗囩骇鑷
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 16:51,3s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#鍗囩骇鑷
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 16:51,20s,http://lingdu_dou.gitee.io
6,2023/6/13 15:02,南京,百度,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html,--,222.190.126.130,2.29E+18,771s,20,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-5銆乼opic-鎵归噺鎵╃缉鍓湰,2023/6/13 15:02,老访客,1,Win 10,电信,Google Chrome,中文(简体),1920x1080,24-bit,,支持,不支持,2023/6/13 15:02,3s,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:02,346s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,5s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,9s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-7銆佽缃
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,1s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,3s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#涓
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,10s,http://lingdu_dou.gitee.io/docs/Kafka
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,9s,http://lingdu_dou.gitee.io/docs/Kafka/#绗
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,6s,http://lingdu_dou.gitee.io/docs/Kafka/#绗
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:08,7s,http://lingdu_dou.gitee.io/docs/Kafka/SASL%E8%AE%A4%E8%AF%81.html#涓
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:09,1s,http://lingdu_dou.gitee.io/docs/Kafka/SSL.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:09,6s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:09,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-3銆佹柊澧
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:09,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-2銆佹帴鍏ラ泦缇
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:09,5s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-1銆佺敤鎴风鐞
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:09,4s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-2銆佹帴鍏ラ泦缇
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:09,351s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-3銆佹柊澧
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:15,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-6銆乼opic-鎵归噺杩佺Щ
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 15:15,未知,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-5銆乼opic-鎵归噺鎵╃缉鍓湰
7,2023/6/13 10:54,上海,直接访问,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-1銆佸畨瑁呰鏄,--,43.247.101.195,2.11E+18,72s,16,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-3銆佸悗绔崟鐙墦鍖,2023/6/13 9:56,新访客,2,macOS,,Google Chrome,中文(简体),1440x900,,,支持,不支持,2023/6/13 10:54,20s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-1銆佸畨瑁呰鏄
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,3s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-3銆佸悗绔崟鐙墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-2銆佸墠绔崟鐙墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1銆佸墠鍚庣鍚堝苟鎵撳寘
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2銆佺紪璇戞墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,10s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2銆佺紪璇戞墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,4s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1銆佸墠鍚庣鍚堝苟鎵撳寘
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,11s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-2銆佸墠绔崟鐙墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1銆佸崟鏈洪儴缃
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,1s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-3銆佸悗绔崟鐙墦鍖
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-1銆佸畨瑁呰鏄
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:55,11s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-2銆佽剼鏈儴缃
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:56,4s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-3銆佸悗绔崟鐙墦鍖
8,2023/6/13 9:56,上海,直接访问,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-4銆佹墜鍔ㄩ儴缃,--,43.247.101.195,2.11E+18,932s,9,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-4銆乼opic-鎵╁垎鍖,首次访问,新访客,1,macOS,,Google Chrome,中文(简体),1440x900,,,支持,不支持,2023/6/13 9:56,8s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-4銆佹墜鍔ㄩ儴缃
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 9:56,3s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-0銆佷骇鍝佺畝浠
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 9:56,53s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-1銆佸姛鑳芥灦鏋
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 9:57,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_2-1-4銆佹墜鍔ㄩ儴缃
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 9:57,187s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-2銆佷綋楠岃矾寰
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:00,282s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-1銆佺敤鎴风鐞
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:05,69s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-2銆佹帴鍏ラ泦缇
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:06,225s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-3銆佹柊澧
,,,,,,,,,,,,,,,,,,,,,,,2023/6/13 10:10,103s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-3-4銆乼opic-鎵╁垎鍖
9,2023/6/12 15:52,广州,百度,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html,--,121.8.124.246,1.89E+18,382s,3,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭,首次访问,新访客,1,Win 10,电信,Microsoft Edge,中文(简体),1536x864,24-bit,,支持,不支持,2023/6/12 15:52,4s,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/12 15:53,4s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/12 15:53,374s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_1銆佺幆澧冧俊鎭
10,2023/6/12 15:51,上海,百度,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html,--,43.247.101.195,2.11E+18,1588s,38,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html#_5-0銆佷骇鍝佺畝浠,首次访问,新访客,1,macOS,,Google Chrome,中文(简体),1440x900,,,支持,不支持,2023/6/12 15:51,1s,http://lingdu_dou.gitee.io/lingdu/docs/Kafka/KnowStreaming.html
,,,,,,,,,,,,,,,,,,,,,,,2023/6/12 15:51,2s,http://lingdu_dou.gitee.io/docs/Kafka/KnowStreaming.html
